fecha_publicacion,publicacion,diario_numero,sumario_id,sumario_url_pdf,seccion_codigo,seccion_nombre,departamento_codigo,departamento_nombre,epigrafe_nombre,item_id,item_titulo,item_url_pdf,item_url_html,item_url_xml
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,1,I. Disposiciones generales,9575,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Gas natural. Precios,BOE-A-2024-13901,"Resolución de 28 de junio de 2024, de la Dirección General de Política Energética y Minas, por la que se fijan los precios del combustible gas natural del año 2023 a aplicar en la liquidación de dicho ejercicio de los grupos generadores ubicados en los territorios no peninsulares.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13901.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13901,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13901
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,1,I. Disposiciones generales,9565,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Títulos académicos,BOE-A-2024-13902,"Resolución de 1 de julio de 2024, de la Secretaría General de Universidades, por la que se publica el Acuerdo de Consejo de Ministros de 25 de junio de 2024, por el que se establece el carácter oficial de determinados títulos de Máster y su inscripción en el Registro de Universidades, Centros y Títulos.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13902.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13902,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13902
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,1,I. Disposiciones generales,9565,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Títulos académicos,BOE-A-2024-13903,"Resolución de 1 de julio de 2024, de la Secretaría General de Universidades, por la que se publica el Acuerdo de Consejo de Ministros de 25 de junio de 2024, por el que se establece el carácter oficial de determinados títulos de Grado y su inscripción en el Registro de Universidades, Centros y Títulos.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13903.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13903,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13903
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,1,I. Disposiciones generales,9565,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Títulos académicos,BOE-A-2024-13904,"Resolución de 1 de julio de 2024, de la Secretaría General de Universidades, por la que se publica el Acuerdo de Consejo de Ministros de 25 de junio de 2024, por el que se establece el carácter oficial de determinado título de Doctor o Doctora y su inscripción en el Registro de Universidades, Centros y Títulos.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13904.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13904,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13904
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",1820,CONSEJO GENERAL DEL PODER JUDICIAL,Destinos,BOE-A-2024-13905,"Acuerdo de 4 de julio de 2024, de la Comisión Permanente del Consejo General del Poder Judicial, por el que se resuelve el concurso convocado por Acuerdo de 18 de enero de 2024, en los órganos técnicos del Consejo General del Poder Judicial.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13905.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13905,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13905
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",1820,CONSEJO GENERAL DEL PODER JUDICIAL,Situaciones,BOE-A-2024-13906,"Acuerdo de 28 de febrero de 2024, de la Comisión Permanente del Consejo General del Poder Judicial, por el que se declara la jubilación voluntaria del Magistrado don Jorge Luis Ferrer González.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13906.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13906,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13906
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",9590,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",Ceses y nombramientos,BOE-A-2024-13907,"Orden EFD/706/2024, de 18 de junio, por la que se dispone el cese y nombramiento de Consejeros y Consejeras del Consejo Superior de Enseñanzas Artísticas.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13907.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13907,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13907
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",9575,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Destinos,BOE-A-2024-13908,"Resolución de 30 de junio de 2024, de la Subsecretaría, por la que se resuelve la convocatoria de libre designación, efectuada por Resolución de 7 de abril de 2024.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13908.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13908,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13908
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",310,UNIVERSIDADES,Nombramientos,BOE-A-2024-13909,"Resolución de 26 de junio de 2024, de la Universidad Rey Juan Carlos, por la que se nombra Catedrático de Universidad a don Rubén Milla Gutiérrez.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13909.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13909,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13909
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",310,UNIVERSIDADES,Nombramientos,BOE-A-2024-13910,"Resolución de 26 de junio de 2024, de la Universidad Rey Juan Carlos, por la que se nombran Catedráticas y Catedráticos de Universidad.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13910.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13910,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13910
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,9585,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Procedimientos de libre designación,BOE-A-2024-13911,"Resolución de 2 de julio de 2024, de la Dirección de la Agencia Estatal Boletín Oficial del Estado, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13911.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13911,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13911
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,5140,MINISTERIO DE HACIENDA,Procedimientos de libre designación,BOE-A-2024-13912,"Resolución 4 de julio de 2024, de la Subsecretaría, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13912.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13912,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13912
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,3120,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Cuerpo de Ingenieros Agrónomos del Estado,BOE-A-2024-13913,"Resolución de 27 de junio de 2024, de la Subsecretaría, por la que se modifica la composición del Tribunal calificador del proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo de Ingenieros Agrónomos del Estado, convocado por Resolución de 5 de febrero de 2024.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13913.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13913,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13913
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,3120,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Cuerpo Nacional Veterinario,BOE-A-2024-13914,"Resolución de 27 de junio de 2024, de la Subsecretaría, por la que se publica la relación de aspirantes que han aprobado la fase de oposición del proceso selectivo para ingreso, por el sistema general de acceso libre, en el Cuerpo Nacional Veterinario, convocado por Resolución de 17 de marzo de 2023.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13914.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13914,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13914
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,9589,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",Procedimientos de libre designación,BOE-A-2024-13915,"Resolución de 4 de julio de 2024, de la Secretaría de Estado de Economía y Apoyo a la Empresa, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13915.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13915,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13915
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,4335,MINISTERIO DE SANIDAD,Procedimientos de libre designación,BOE-A-2024-13916,"Resolución de 28 de junio de 2024, de la Secretaría de Estado de Sanidad, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13916.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13916,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13916
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,9565,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Escala de Científicos Titulares de los Organismos Públicos de Investigación,BOE-A-2024-13917,"Resolución de 28 de junio de 2024, de la Subsecretaría, por la que se corrigen errores en la de 14 de junio de 2024, por la que se convoca proceso selectivo para ingreso, por el sistema general de acceso libre, en la Escala de Científicos Titulares de los Organismos Públicos de Investigación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13917.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13917,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13917
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,9579,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Procedimientos de libre designación,BOE-A-2024-13918,"Resolución de 24 de junio de 2024, de la Subsecretaría, por la que se convoca la provisión de puestos de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13918.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13918,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13918
20240708,BOE,164,BOE-S-2024-164,https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-S-2024-164.pdf,2B,II. Autoridades y personal. - B. Oposiciones y concursos,9579,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Procedimientos de libre designación,BOE-A-2024-13919,"Resolución de 25 de junio de 2024, de la Subsecretaría, por la que se convoca la provisión de puesto de trabajo por el sistema de libre designación.",https://www.boe.es/boe/dias/2024/07/08/pdfs/BOE-A-2024-13919.pdf,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2024-13919,https://www.boe.es/diario_boe/xml.php?id=BOE-A-2024-13919
